"","stimulus","context","response","longWord","shortWord","order","workerid"
"1334","LongShort 17","supp","short","referee","ref","shortfirst",35
"1335","LongShort 26","supp","short","United Kingdom","U.K.","shortfirst",35
"1336","LongShort 29","neut","short","Labrador","Lab","longfirst",35
"1337","LongShort 12","supp","long","pornography","porn","shortfirst",35
"1338","LongShort 35","supp","long","hamburger","burger","shortfirst",35
"1339","LongShort 38","neut","long","emergency room","ER","shortfirst",35
"1340","LongShort 3","supp","short","examination","exam","longfirst",35
"1341","LongShort 8","neut","short","refrigerator","fridge","longfirst",35
"1342","LongShort 31","neut","long","mayonnaise","mayo","shortfirst",35
"1343","LongShort 11","supp","long","chimpanzee","chimp","longfirst",35
"1344","LongShort 27","neut","long","microphone","mic","shortfirst",35
"1345","LongShort 9","neut","long","hippopotamus","hippo","shortfirst",35
"1346","LongShort 36","neut","short","quadriceps","quads","shortfirst",35
"1347","LongShort 40","supp","short","United Nations","U.N.","shortfirst",35
"1348","LongShort 25","supp","short","gasoline","gas","shortfirst",35
"1349","LongShort 15","neut","long","cockroach","roach","longfirst",35
"1350","LongShort 20","supp","long","chemotherapy","chemo","shortfirst",35
"1351","LongShort 16","supp","long","telephone","phone","shortfirst",35
"1352","LongShort 30","neut","short","identification","ID","shortfirst",35
"1353","LongShort 34","neut","long","veterinarian","vet","shortfirst",35
"1354","LongShort 21","supp","short","television","TV","longfirst",35
"1355","LongShort 2","supp","long","bicycle","bike","shortfirst",35
"1356","LongShort 5","supp","long","memorandum","memo","longfirst",35
"1357","LongShort 18","supp","short","undergraduate","undergrad","longfirst",35
"1358","LongShort 14","neut","long","saxophone","sax","longfirst",35
"1359","LongShort 13","supp","short","limousine","limo","shortfirst",35
"1360","LongShort 4","neut","long","dormitory","dorm","longfirst",35
"1361","LongShort 32","neut","long","Coca-Cola","Coke","shortfirst",36
"1362","LongShort 19","supp","short","kilogram","kilo","shortfirst",36
"1363","LongShort 22","neut","short","carbohydrates","carbs","longfirst",36
"1364","LongShort 29","neut","short","Labrador","Lab","longfirst",36
"1365","LongShort 37","neut","short","quadrangle","quad","shortfirst",36
"1366","LongShort 13","supp","short","limousine","limo","longfirst",36
"1367","LongShort 9","neut","short","hippopotamus","hippo","longfirst",36
"1368","LongShort 26","neut","short","United Kingdom","U.K.","longfirst",36
"1369","LongShort 36","supp","short","quadriceps","quads","shortfirst",36
"1370","LongShort 40","supp","long","United Nations","U.N.","longfirst",36
"1371","LongShort 7","supp","long","fraternity","frat","shortfirst",36
"1372","LongShort 2","neut","short","bicycle","bike","longfirst",36
"1373","LongShort 20","supp","long","chemotherapy","chemo","shortfirst",36
"1374","LongShort 1","neut","short","mathematics","math","longfirst",36
"1375","LongShort 39","supp","long","United States","U.S.","longfirst",36
"1376","LongShort 34","supp","long","veterinarian","vet","shortfirst",36
"1377","LongShort 38","neut","long","emergency room","ER","shortfirst",36
"1378","LongShort 33","supp","long","milkshake","shake","shortfirst",36
"1379","LongShort 25","neut","short","gasoline","gas","shortfirst",36
"1380","LongShort 35","supp","long","hamburger","burger","longfirst",36
"1381","LongShort 21","neut","short","television","TV","longfirst",36
"1382","LongShort 30","supp","long","identification","ID","shortfirst",36
"1383","LongShort 3","neut","short","examination","exam","shortfirst",36
"1384","LongShort 18","neut","short","undergraduate","undergrad","longfirst",36
"1385","LongShort 24","neut","long","air conditioning","A/C","longfirst",36
"1386","LongShort 14","neut","long","saxophone","sax","longfirst",36
"1387","LongShort 8","supp","short","refrigerator","fridge","longfirst",36
"1388","LongShort 27","neut","long","microphone","mic","shortfirst",36
"1389","LongShort 6","supp","long","photograph","photo","shortfirst",36
"1390","LongShort 23","supp","long","advertisement","ad","shortfirst",36
"1391","LongShort 12","neut","long","pornography","porn","shortfirst",36
"1392","LongShort 10","neut","long","rhinoceros","rhino","longfirst",36
"1393","LongShort 16","neut","short","telephone","phone","longfirst",36
"1394","LongShort 11","neut","long","chimpanzee","chimp","longfirst",36
"1395","LongShort 15","supp","long","cockroach","roach","longfirst",36
"1396","LongShort 28","neut","long","laboratory","lab","shortfirst",36
"1397","LongShort 17","neut","long","referee","ref","longfirst",36
"1398","LongShort 31","neut","long","mayonnaise","mayo","shortfirst",36
"1399","LongShort 5","neut","short","memorandum","memo","shortfirst",36
"1400","LongShort 4","supp","short","dormitory","dorm","longfirst",36
"1401","LongShort 34","neut","long","veterinarian","vet","shortfirst",37
"1402","LongShort 21","neut","short","television","TV","shortfirst",37
"1403","LongShort 26","neut","long","United Kingdom","U.K.","longfirst",37
"1404","LongShort 31","supp","long","mayonnaise","mayo","longfirst",37
"1405","LongShort 36","supp","long","quadriceps","quads","shortfirst",37
"1406","LongShort 32","supp","long","Coca-Cola","Coke","longfirst",37
"1407","LongShort 39","neut","long","United States","U.S.","shortfirst",37
"1408","LongShort 24","neut","short","air conditioning","A/C","shortfirst",37
"1409","LongShort 15","supp","long","cockroach","roach","longfirst",37
"1410","LongShort 35","neut","long","hamburger","burger","shortfirst",37
"1411","LongShort 4","neut","short","dormitory","dorm","shortfirst",37
"1412","LongShort 3","neut","short","examination","exam","longfirst",37
"1413","LongShort 40","neut","long","United Nations","U.N.","shortfirst",37
"1414","LongShort 2","supp","long","bicycle","bike","shortfirst",37
"1415","LongShort 27","neut","long","microphone","mic","shortfirst",37
"1416","LongShort 16","neut","long","telephone","phone","shortfirst",37
"1417","LongShort 12","neut","long","pornography","porn","shortfirst",37
"1418","LongShort 22","supp","long","carbohydrates","carbs","longfirst",37
"1419","LongShort 33","supp","long","milkshake","shake","longfirst",37
"1420","LongShort 1","neut","short","mathematics","math","shortfirst",37
"1421","LongShort 20","supp","short","chemotherapy","chemo","shortfirst",37
"1422","LongShort 28","supp","long","laboratory","lab","shortfirst",37
"1423","LongShort 10","supp","short","rhinoceros","rhino","shortfirst",37
"1424","LongShort 25","supp","short","gasoline","gas","shortfirst",37
"1425","LongShort 7","supp","long","fraternity","frat","longfirst",37
"1426","LongShort 11","neut","short","chimpanzee","chimp","longfirst",37
"1427","LongShort 29","neut","long","Labrador","Lab","shortfirst",37
"1428","LongShort 6","neut","long","photograph","photo","longfirst",37
"1429","LongShort 8","supp","short","refrigerator","fridge","longfirst",37
"1430","LongShort 9","supp","long","hippopotamus","hippo","shortfirst",37
"1431","LongShort 13","supp","short","limousine","limo","longfirst",37
"1432","LongShort 5","supp","long","memorandum","memo","shortfirst",37
"1433","LongShort 37","neut","long","quadrangle","quad","shortfirst",37
"1434","LongShort 18","supp","long","undergraduate","undergrad","longfirst",37
"1435","LongShort 30","neut","short","identification","ID","longfirst",37
"1436","LongShort 17","supp","short","referee","ref","longfirst",37
"1437","LongShort 14","supp","long","saxophone","sax","shortfirst",37
"1438","LongShort 38","neut","short","emergency room","ER","longfirst",37
"1439","LongShort 23","supp","long","advertisement","ad","longfirst",37
"1440","LongShort 19","supp","long","kilogram","kilo","shortfirst",37
"1441","LongShort 29","neut","long","Labrador","Lab","longfirst",38
"1442","LongShort 7","neut","short","fraternity","frat","shortfirst",38
"1443","LongShort 27","neut","long","microphone","mic","longfirst",38
"1444","LongShort 30","neut","short","identification","ID","longfirst",38
"1445","LongShort 12","neut","long","pornography","porn","shortfirst",38
"1446","LongShort 1","supp","short","mathematics","math","longfirst",38
"1447","LongShort 13","supp","short","limousine","limo","longfirst",38
"1448","LongShort 15","supp","long","cockroach","roach","shortfirst",38
"1449","LongShort 33","neut","long","milkshake","shake","longfirst",38
"1450","LongShort 31","supp","short","mayonnaise","mayo","shortfirst",38
"1451","LongShort 39","neut","short","United States","U.S.","longfirst",38
"1452","LongShort 14","neut","long","saxophone","sax","longfirst",38
"1453","LongShort 32","supp","short","Coca-Cola","Coke","shortfirst",38
"1454","LongShort 40","neut","short","United Nations","U.N.","longfirst",38
"1455","LongShort 34","supp","short","veterinarian","vet","shortfirst",38
"1456","LongShort 16","supp","short","telephone","phone","shortfirst",38
"1457","LongShort 11","supp","long","chimpanzee","chimp","longfirst",38
"1458","LongShort 26","supp","short","United Kingdom","U.K.","longfirst",38
"1459","LongShort 22","supp","short","carbohydrates","carbs","shortfirst",38
"1460","LongShort 2","neut","short","bicycle","bike","shortfirst",38
"1461","LongShort 37","neut","short","quadrangle","quad","longfirst",38
"1462","LongShort 20","supp","long","chemotherapy","chemo","longfirst",38
"1463","LongShort 23","neut","short","advertisement","ad","longfirst",38
"1464","LongShort 17","neut","long","referee","ref","longfirst",38
"1465","LongShort 10","supp","short","rhinoceros","rhino","longfirst",38
"1466","LongShort 18","supp","short","undergraduate","undergrad","shortfirst",38
"1467","LongShort 6","supp","short","photograph","photo","longfirst",38
"1468","LongShort 9","neut","short","hippopotamus","hippo","longfirst",38
"1469","LongShort 38","neut","short","emergency room","ER","shortfirst",38
"1470","LongShort 8","supp","short","refrigerator","fridge","shortfirst",38
"1471","LongShort 35","neut","short","hamburger","burger","longfirst",38
"1472","LongShort 24","supp","short","air conditioning","A/C","shortfirst",38
"1473","LongShort 25","supp","short","gasoline","gas","shortfirst",38
"1474","LongShort 5","supp","short","memorandum","memo","longfirst",38
"1475","LongShort 19","supp","short","kilogram","kilo","longfirst",38
"1476","LongShort 28","neut","short","laboratory","lab","shortfirst",38
"1477","LongShort 3","supp","short","examination","exam","shortfirst",38
"1478","LongShort 4","supp","short","dormitory","dorm","longfirst",38
"1479","LongShort 36","neut","short","quadriceps","quads","shortfirst",38
"1480","LongShort 21","neut","short","television","TV","shortfirst",38
"1481","LongShort 21","supp","long","television","TV","shortfirst",39
"1482","LongShort 8","neut","long","refrigerator","fridge","longfirst",39
"1483","LongShort 39","neut","short","United States","U.S.","shortfirst",39
"1484","LongShort 9","supp","long","hippopotamus","hippo","shortfirst",39
"1485","LongShort 11","supp","long","chimpanzee","chimp","shortfirst",39
"1486","LongShort 17","neut","long","referee","ref","shortfirst",39
"1487","LongShort 6","supp","long","photograph","photo","longfirst",39
"1488","LongShort 40","neut","short","United Nations","U.N.","shortfirst",39
"1489","LongShort 22","supp","long","carbohydrates","carbs","longfirst",39
"1490","LongShort 32","neut","short","Coca-Cola","Coke","shortfirst",39
"1491","LongShort 27","neut","long","microphone","mic","shortfirst",39
"1492","LongShort 12","neut","long","pornography","porn","longfirst",39
"1493","LongShort 18","neut","long","undergraduate","undergrad","shortfirst",39
"1494","LongShort 29","neut","long","Labrador","Lab","longfirst",39
"1495","LongShort 4","neut","short","dormitory","dorm","shortfirst",39
"1496","LongShort 14","neut","long","saxophone","sax","shortfirst",39
"1497","LongShort 2","neut","short","bicycle","bike","shortfirst",39
"1498","LongShort 7","supp","long","fraternity","frat","shortfirst",39
"1499","LongShort 3","neut","short","examination","exam","longfirst",39
"1500","LongShort 20","supp","long","chemotherapy","chemo","shortfirst",39
"1501","LongShort 23","supp","long","advertisement","ad","shortfirst",39
"1502","LongShort 38","neut","long","emergency room","ER","shortfirst",39
"1503","LongShort 30","neut","long","identification","ID","shortfirst",39
"1504","LongShort 19","supp","long","kilogram","kilo","longfirst",39
"1505","LongShort 28","supp","short","laboratory","lab","longfirst",39
"1506","LongShort 33","supp","long","milkshake","shake","shortfirst",39
"1507","LongShort 35","supp","long","hamburger","burger","shortfirst",39
"1508","LongShort 25","supp","long","gasoline","gas","longfirst",39
"1509","LongShort 34","supp","short","veterinarian","vet","shortfirst",39
"1510","LongShort 16","neut","long","telephone","phone","shortfirst",39
"1511","LongShort 1","neut","long","mathematics","math","longfirst",39
"1512","LongShort 26","supp","long","United Kingdom","U.K.","shortfirst",39
"1513","LongShort 31","supp","short","mayonnaise","mayo","longfirst",39
"1514","LongShort 5","neut","short","memorandum","memo","shortfirst",39
"1515","LongShort 15","supp","long","cockroach","roach","longfirst",39
"1516","LongShort 36","supp","short","quadriceps","quads","shortfirst",39
"1517","LongShort 24","neut","long","air conditioning","A/C","shortfirst",39
"1518","LongShort 10","neut","long","rhinoceros","rhino","longfirst",39
"1519","LongShort 37","supp","short","quadrangle","quad","longfirst",39
"1520","LongShort 13","supp","long","limousine","limo","longfirst",39
"1521","LongShort 38","neut","short","emergency room","ER","longfirst",40
"1522","LongShort 6","neut","long","photograph","photo","shortfirst",40
"1523","LongShort 22","neut","short","carbohydrates","carbs","longfirst",40
"1524","LongShort 18","supp","short","undergraduate","undergrad","shortfirst",40
"1525","LongShort 5","neut","short","memorandum","memo","shortfirst",40
"1526","LongShort 10","neut","long","rhinoceros","rhino","longfirst",40
"1527","LongShort 30","neut","short","identification","ID","longfirst",40
"1528","LongShort 32","supp","short","Coca-Cola","Coke","shortfirst",40
"1529","LongShort 1","neut","short","mathematics","math","shortfirst",40
"1530","LongShort 19","neut","long","kilogram","kilo","longfirst",40
"1531","LongShort 20","neut","long","chemotherapy","chemo","shortfirst",40
"1532","LongShort 8","supp","short","refrigerator","fridge","shortfirst",40
"1533","LongShort 26","supp","long","United Kingdom","U.K.","shortfirst",40
"1534","LongShort 29","supp","long","Labrador","Lab","longfirst",40
"1535","LongShort 17","neut","long","referee","ref","longfirst",40
"1536","LongShort 21","neut","short","television","TV","shortfirst",40
"1537","LongShort 24","supp","long","air conditioning","A/C","longfirst",40
"1538","LongShort 31","supp","long","mayonnaise","mayo","longfirst",40
"1539","LongShort 36","neut","short","quadriceps","quads","shortfirst",40
"1540","LongShort 37","supp","short","quadrangle","quad","shortfirst",40
"1541","LongShort 33","neut","long","milkshake","shake","shortfirst",40
"1542","LongShort 40","supp","long","United Nations","U.N.","shortfirst",40
"1543","LongShort 16","neut","long","telephone","phone","shortfirst",40
"1544","LongShort 13","supp","short","limousine","limo","longfirst",40
"1545","LongShort 7","neut","short","fraternity","frat","shortfirst",40
"1546","LongShort 15","supp","long","cockroach","roach","shortfirst",40
"1547","LongShort 28","neut","short","laboratory","lab","shortfirst",40
"1548","LongShort 11","neut","long","chimpanzee","chimp","shortfirst",40
"1549","LongShort 12","neut","long","pornography","porn","longfirst",40
"1550","LongShort 14","neut","long","saxophone","sax","shortfirst",40
"1551","LongShort 23","supp","long","advertisement","ad","shortfirst",40
"1552","LongShort 4","supp","short","dormitory","dorm","longfirst",40
"1553","LongShort 2","neut","short","bicycle","bike","shortfirst",40
"1554","LongShort 9","supp","long","hippopotamus","hippo","longfirst",40
"1555","LongShort 3","supp","short","examination","exam","longfirst",40
"1556","LongShort 35","supp","short","hamburger","burger","longfirst",40
"1557","LongShort 34","neut","long","veterinarian","vet","longfirst",40
"1558","LongShort 27","neut","long","microphone","mic","longfirst",40
"1559","LongShort 39","neut","long","United States","U.S.","longfirst",40
"1560","LongShort 25","supp","short","gasoline","gas","shortfirst",40
"1561","LongShort 39","supp","long","United States","U.S.","shortfirst",41
"1562","LongShort 6","supp","long","photograph","photo","shortfirst",41
"1563","LongShort 20","neut","long","chemotherapy","chemo","shortfirst",41
"1564","LongShort 23","supp","long","advertisement","ad","shortfirst",41
"1565","LongShort 5","supp","short","memorandum","memo","shortfirst",41
"1566","LongShort 33","neut","long","milkshake","shake","shortfirst",41
"1567","LongShort 38","neut","short","emergency room","ER","shortfirst",41
"1568","LongShort 7","neut","short","fraternity","frat","shortfirst",41
"1569","LongShort 34","supp","long","veterinarian","vet","longfirst",41
"1570","LongShort 28","neut","short","laboratory","lab","longfirst",41
"1571","LongShort 29","supp","long","Labrador","Lab","shortfirst",41
"1572","LongShort 27","supp","long","microphone","mic","longfirst",41
"1573","LongShort 30","neut","short","identification","ID","longfirst",41
"1574","LongShort 24","neut","long","air conditioning","A/C","longfirst",41
"1575","LongShort 14","neut","short","saxophone","sax","shortfirst",41
"1576","LongShort 1","supp","short","mathematics","math","shortfirst",41
"1577","LongShort 37","supp","short","quadrangle","quad","longfirst",41
"1578","LongShort 3","neut","long","examination","exam","longfirst",41
"1579","LongShort 19","neut","short","kilogram","kilo","longfirst",41
"1580","LongShort 32","neut","short","Coca-Cola","Coke","shortfirst",41
"1581","LongShort 35","neut","long","hamburger","burger","longfirst",41
"1582","LongShort 18","neut","short","undergraduate","undergrad","shortfirst",41
"1583","LongShort 36","supp","short","quadriceps","quads","longfirst",41
"1584","LongShort 11","neut","short","chimpanzee","chimp","shortfirst",41
"1585","LongShort 15","neut","short","cockroach","roach","shortfirst",41
"1586","LongShort 26","supp","short","United Kingdom","U.K.","shortfirst",41
"1587","LongShort 10","neut","short","rhinoceros","rhino","longfirst",41
"1588","LongShort 25","supp","short","gasoline","gas","longfirst",41
"1589","LongShort 8","neut","short","refrigerator","fridge","longfirst",41
"1590","LongShort 17","supp","short","referee","ref","shortfirst",41
"1591","LongShort 31","supp","short","mayonnaise","mayo","longfirst",41
"1592","LongShort 22","neut","short","carbohydrates","carbs","shortfirst",41
"1593","LongShort 40","supp","short","United Nations","U.N.","longfirst",41
"1594","LongShort 16","supp","short","telephone","phone","shortfirst",41
"1595","LongShort 9","supp","short","hippopotamus","hippo","longfirst",41
"1596","LongShort 2","supp","short","bicycle","bike","shortfirst",41
"1597","LongShort 4","neut","short","dormitory","dorm","longfirst",41
"1598","LongShort 21","supp","short","television","TV","longfirst",41
"1599","LongShort 13","supp","short","limousine","limo","shortfirst",41
"1600","LongShort 12","neut","short","pornography","porn","shortfirst",41
"1601","LongShort 36","supp","short","quadriceps","quads","shortfirst",42
"1602","LongShort 15","supp","long","cockroach","roach","longfirst",42
"1603","LongShort 14","neut","long","saxophone","sax","shortfirst",42
"1604","LongShort 1","supp","short","mathematics","math","shortfirst",42
"1605","LongShort 22","neut","short","carbohydrates","carbs","shortfirst",42
"1606","LongShort 6","supp","short","photograph","photo","longfirst",42
"1607","LongShort 35","neut","short","hamburger","burger","longfirst",42
"1608","LongShort 9","supp","short","hippopotamus","hippo","longfirst",42
"1609","LongShort 18","neut","short","undergraduate","undergrad","longfirst",42
"1610","LongShort 25","supp","short","gasoline","gas","shortfirst",42
"1611","LongShort 27","neut","long","microphone","mic","shortfirst",42
"1612","LongShort 13","neut","short","limousine","limo","longfirst",42
"1613","LongShort 37","neut","short","quadrangle","quad","longfirst",42
"1614","LongShort 2","supp","short","bicycle","bike","longfirst",42
"1615","LongShort 17","neut","long","referee","ref","longfirst",42
"1616","LongShort 5","supp","short","memorandum","memo","longfirst",42
"1617","LongShort 10","supp","short","rhinoceros","rhino","shortfirst",42
"1618","LongShort 26","supp","long","United Kingdom","U.K.","longfirst",42
"1619","LongShort 8","neut","short","refrigerator","fridge","shortfirst",42
"1620","LongShort 40","supp","short","United Nations","U.N.","shortfirst",42
"1621","LongShort 20","neut","short","chemotherapy","chemo","longfirst",42
"1622","LongShort 33","supp","long","milkshake","shake","longfirst",42
"1623","LongShort 32","supp","short","Coca-Cola","Coke","longfirst",42
"1624","LongShort 16","supp","short","telephone","phone","longfirst",42
"1625","LongShort 34","neut","long","veterinarian","vet","shortfirst",42
"1626","LongShort 7","neut","long","fraternity","frat","shortfirst",42
"1627","LongShort 19","neut","short","kilogram","kilo","longfirst",42
"1628","LongShort 31","neut","short","mayonnaise","mayo","shortfirst",42
"1629","LongShort 23","supp","short","advertisement","ad","shortfirst",42
"1630","LongShort 21","neut","short","television","TV","shortfirst",42
"1631","LongShort 11","supp","short","chimpanzee","chimp","shortfirst",42
"1632","LongShort 30","neut","short","identification","ID","longfirst",42
"1633","LongShort 29","supp","short","Labrador","Lab","shortfirst",42
"1634","LongShort 3","supp","short","examination","exam","longfirst",42
"1635","LongShort 38","neut","short","emergency room","ER","shortfirst",42
"1636","LongShort 39","neut","short","United States","U.S.","shortfirst",42
"1637","LongShort 24","supp","long","air conditioning","A/C","longfirst",42
"1638","LongShort 28","neut","short","laboratory","lab","longfirst",42
"1639","LongShort 12","supp","short","pornography","porn","longfirst",42
"1640","LongShort 4","neut","short","dormitory","dorm","shortfirst",42
"1641","LongShort 23","supp","long","advertisement","ad","shortfirst",43
"1642","LongShort 12","neut","long","pornography","porn","longfirst",43
"1643","LongShort 1","supp","long","mathematics","math","shortfirst",43
"1644","LongShort 2","neut","long","bicycle","bike","shortfirst",43
"1645","LongShort 8","supp","short","refrigerator","fridge","longfirst",43
"1646","LongShort 33","neut","long","milkshake","shake","shortfirst",43
"1647","LongShort 26","supp","long","United Kingdom","U.K.","longfirst",43
"1648","LongShort 37","neut","short","quadrangle","quad","shortfirst",43
"1649","LongShort 10","neut","long","rhinoceros","rhino","longfirst",43
"1650","LongShort 18","supp","long","undergraduate","undergrad","shortfirst",43
"1651","LongShort 35","neut","short","hamburger","burger","shortfirst",43
"1652","LongShort 14","neut","long","saxophone","sax","shortfirst",43
"1653","LongShort 34","supp","short","veterinarian","vet","shortfirst",43
"1654","LongShort 36","supp","short","quadriceps","quads","shortfirst",43
"1655","LongShort 39","supp","long","United States","U.S.","longfirst",43
"1656","LongShort 32","neut","short","Coca-Cola","Coke","longfirst",43
"1657","LongShort 5","neut","short","memorandum","memo","shortfirst",43
"1658","LongShort 11","supp","long","chimpanzee","chimp","longfirst",43
"1659","LongShort 21","neut","short","television","TV","shortfirst",43
"1660","LongShort 19","neut","short","kilogram","kilo","shortfirst",43
"1661","LongShort 24","supp","short","air conditioning","A/C","longfirst",43
"1662","LongShort 15","supp","long","cockroach","roach","shortfirst",43
"1663","LongShort 17","neut","long","referee","ref","longfirst",43
"1664","LongShort 9","neut","short","hippopotamus","hippo","shortfirst",43
"1665","LongShort 6","supp","short","photograph","photo","shortfirst",43
"1666","LongShort 16","supp","short","telephone","phone","shortfirst",43
"1667","LongShort 7","supp","long","fraternity","frat","shortfirst",43
"1668","LongShort 27","supp","long","microphone","mic","shortfirst",43
"1669","LongShort 4","neut","short","dormitory","dorm","shortfirst",43
"1670","LongShort 40","neut","long","United Nations","U.N.","shortfirst",43
"1671","LongShort 38","supp","long","emergency room","ER","shortfirst",43
"1672","LongShort 22","supp","long","carbohydrates","carbs","longfirst",43
"1673","LongShort 25","neut","short","gasoline","gas","shortfirst",43
"1674","LongShort 13","neut","short","limousine","limo","longfirst",43
"1675","LongShort 31","neut","long","mayonnaise","mayo","shortfirst",43
"1676","LongShort 29","neut","long","Labrador","Lab","longfirst",43
"1677","LongShort 3","neut","short","examination","exam","longfirst",43
"1678","LongShort 28","neut","long","laboratory","lab","longfirst",43
"1679","LongShort 20","neut","long","chemotherapy","chemo","shortfirst",43
"1680","LongShort 30","supp","short","identification","ID","shortfirst",43
"1681","LongShort 8","neut","short","refrigerator","fridge","shortfirst",44
"1682","LongShort 19","neut","short","kilogram","kilo","longfirst",44
"1683","LongShort 9","neut","long","hippopotamus","hippo","longfirst",44
"1684","LongShort 28","neut","short","laboratory","lab","longfirst",44
"1685","LongShort 35","supp","long","hamburger","burger","longfirst",44
"1686","LongShort 22","neut","short","carbohydrates","carbs","longfirst",44
"1687","LongShort 31","neut","long","mayonnaise","mayo","longfirst",44
"1688","LongShort 1","supp","short","mathematics","math","longfirst",44
"1689","LongShort 26","neut","short","United Kingdom","U.K.","longfirst",44
"1690","LongShort 16","supp","short","telephone","phone","longfirst",44
"1691","LongShort 38","supp","long","emergency room","ER","shortfirst",44
"1692","LongShort 4","supp","short","dormitory","dorm","longfirst",44
"1693","LongShort 18","supp","long","undergraduate","undergrad","shortfirst",44
"1694","LongShort 21","neut","long","television","TV","shortfirst",44
"1695","LongShort 24","neut","long","air conditioning","A/C","longfirst",44
"1696","LongShort 13","supp","short","limousine","limo","longfirst",44
"1697","LongShort 30","neut","short","identification","ID","longfirst",44
"1698","LongShort 39","neut","long","United States","U.S.","shortfirst",44
"1699","LongShort 37","supp","short","quadrangle","quad","shortfirst",44
"1700","LongShort 7","supp","short","fraternity","frat","shortfirst",44
"1701","LongShort 11","supp","short","chimpanzee","chimp","shortfirst",44
"1702","LongShort 20","neut","long","chemotherapy","chemo","longfirst",44
"1703","LongShort 29","neut","long","Labrador","Lab","longfirst",44
"1704","LongShort 25","neut","short","gasoline","gas","longfirst",44
"1705","LongShort 33","neut","long","milkshake","shake","longfirst",44
"1706","LongShort 27","supp","short","microphone","mic","shortfirst",44
"1707","LongShort 32","supp","short","Coca-Cola","Coke","shortfirst",44
"1708","LongShort 2","neut","short","bicycle","bike","longfirst",44
"1709","LongShort 40","supp","long","United Nations","U.N.","shortfirst",44
"1710","LongShort 5","neut","short","memorandum","memo","shortfirst",44
"1711","LongShort 36","neut","short","quadriceps","quads","shortfirst",44
"1712","LongShort 3","supp","short","examination","exam","longfirst",44
"1713","LongShort 6","supp","long","photograph","photo","shortfirst",44
"1714","LongShort 12","neut","long","pornography","porn","longfirst",44
"1715","LongShort 23","supp","long","advertisement","ad","shortfirst",44
"1716","LongShort 14","supp","long","saxophone","sax","longfirst",44
"1717","LongShort 10","supp","long","rhinoceros","rhino","longfirst",44
"1718","LongShort 15","supp","long","cockroach","roach","shortfirst",44
"1719","LongShort 17","supp","long","referee","ref","shortfirst",44
"1720","LongShort 34","supp","long","veterinarian","vet","shortfirst",44
"1721","LongShort 19","neut","short","kilogram","kilo","shortfirst",45
"1722","LongShort 27","supp","long","microphone","mic","shortfirst",45
"1723","LongShort 29","neut","long","Labrador","Lab","shortfirst",45
"1724","LongShort 6","supp","short","photograph","photo","longfirst",45
"1725","LongShort 11","supp","long","chimpanzee","chimp","shortfirst",45
"1726","LongShort 38","supp","short","emergency room","ER","longfirst",45
"1727","LongShort 7","neut","long","fraternity","frat","shortfirst",45
"1728","LongShort 2","neut","short","bicycle","bike","shortfirst",45
"1729","LongShort 8","neut","short","refrigerator","fridge","longfirst",45
"1730","LongShort 12","supp","short","pornography","porn","shortfirst",45
"1731","LongShort 36","supp","short","quadriceps","quads","longfirst",45
"1732","LongShort 32","neut","short","Coca-Cola","Coke","longfirst",45
"1733","LongShort 17","neut","long","referee","ref","longfirst",45
"1734","LongShort 25","neut","short","gasoline","gas","longfirst",45
"1735","LongShort 26","neut","short","United Kingdom","U.K.","longfirst",45
"1736","LongShort 3","neut","short","examination","exam","longfirst",45
"1737","LongShort 22","supp","short","carbohydrates","carbs","longfirst",45
"1738","LongShort 4","neut","short","dormitory","dorm","longfirst",45
"1739","LongShort 20","neut","short","chemotherapy","chemo","longfirst",45
"1740","LongShort 28","supp","short","laboratory","lab","longfirst",45
"1741","LongShort 14","neut","long","saxophone","sax","shortfirst",45
"1742","LongShort 21","neut","short","television","TV","shortfirst",45
"1743","LongShort 9","supp","short","hippopotamus","hippo","shortfirst",45
"1744","LongShort 34","neut","short","veterinarian","vet","shortfirst",45
"1745","LongShort 30","neut","short","identification","ID","shortfirst",45
"1746","LongShort 37","neut","long","quadrangle","quad","shortfirst",45
"1747","LongShort 33","supp","short","milkshake","shake","shortfirst",45
"1748","LongShort 40","neut","short","United Nations","U.N.","shortfirst",45
"1749","LongShort 18","supp","long","undergraduate","undergrad","shortfirst",45
"1750","LongShort 13","neut","short","limousine","limo","longfirst",45
"1751","LongShort 16","supp","short","telephone","phone","shortfirst",45
"1752","LongShort 23","supp","short","advertisement","ad","longfirst",45
"1753","LongShort 10","neut","short","rhinoceros","rhino","shortfirst",45
"1754","LongShort 31","neut","short","mayonnaise","mayo","shortfirst",45
"1755","LongShort 15","supp","long","cockroach","roach","shortfirst",45
"1756","LongShort 39","neut","short","United States","U.S.","shortfirst",45
"1757","LongShort 5","neut","short","memorandum","memo","longfirst",45
"1758","LongShort 1","supp","short","mathematics","math","shortfirst",45
"1759","LongShort 24","supp","long","air conditioning","A/C","longfirst",45
"1760","LongShort 35","neut","short","hamburger","burger","shortfirst",45
"1761","LongShort 30","supp","short","identification","ID","shortfirst",46
"1762","LongShort 17","neut","long","referee","ref","shortfirst",46
"1763","LongShort 34","supp","short","veterinarian","vet","shortfirst",46
"1764","LongShort 29","neut","long","Labrador","Lab","longfirst",46
"1765","LongShort 24","supp","long","air conditioning","A/C","longfirst",46
"1766","LongShort 15","supp","long","cockroach","roach","longfirst",46
"1767","LongShort 23","neut","short","advertisement","ad","shortfirst",46
